season,show_number,episode,viewers_in_millions,winner,runner_up,original_release,original_network,hosted_by,judges,finals_venue,rating
6,33,Idol Gives Back,26.93,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.647058823529412
6,34,Top 6 Performs again,26.73,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.843137254901961
6,35,Top 6 Results,28.75,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5454545454545454
6,36,Top 4 Perform,25.47,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,3.010752688172043
6,37,Top 4 Results,28.2,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5925925925925926
6,38,Top 3 Perform,24.23,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.7659574468085104
6,39,Top 3 Results,28.05,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5925925925925926
6,40,Top 2 Perform,25.33,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.7835051546391756
6,41,Season 6 Finale,30.74,Jordin Sparks,Blake Lewis,"January 16 (2007-01-16) –May 23, 2007 (2007-05-23)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Kodak Theatre,2.5217391304347827
7,1,Philadelphia Auditions,33.415,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.318840579710145
7,2,Dallas Auditions,30.437,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.380952380952381
7,3,San Diego Auditions,29.274,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.4576271186440675
7,4,Charleston Auditions,27.091,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.568807339449541
7,5,Omaha Auditions,28.223,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5225225225225225
7,6,Miami Auditions,25.573,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5742574257425743
7,7,Atlanta Auditions,27.914,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5
7,8,Best of the Rest,26.278,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.4761904761904763
7,9,"Hollywood Round, Part 1",29.962,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.357723577235772
7,10,"Hollywood Round, Part 2",24.752,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.6530612244897958
7,11,Top 12 Men Perform,29.006,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.389380530973451
7,12,Top 12 Women Perform,28.885,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.410714285714286
7,13,Top 24 Results,23.374,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.588235294117647
7,14,Top 10 Men Perform,28.592,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.4324324324324325
7,15,Top 10 Women Perform,27.553,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5714285714285716
7,16,Top 20 Results,26.232,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.6373626373626373
7,17,Top 8 Men Perform,28.463,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.452830188679245
7,18,Top 8 Women Perform,28.324,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5961538461538463
7,19,Top 12 Revealed,26.502,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.553191489361702
7,20,Top 12 Perform,29.884,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5454545454545454
7,21,Top 12 Results,27.127,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.524271844660194
7,22,Top 11 Perform,27.338,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5
7,23,Top 11 Results,26.078,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5510204081632653
7,24,Top 10 Perform,24.758,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.577319587628866
7,25,Top 10 Results,25.742,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5510204081632653
7,26,Top 9 Perform,26.117,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.7083333333333335
7,27,Top 9 Results,24.839,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.4468085106382977
7,28,Top 8 Perform,24.668,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.608695652173913
7,29,Idol Gives Back,17.751,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.6470588235294117
7,30,Top 8 Results,20.133,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.7142857142857144
7,31,Top 7 Perform,23.646,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.6136363636363633
7,32,Top 7 Results,23.339,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5
7,33,Top 6 Perform,24.74,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.7777777777777777
7,34,Top 6 Results,23.196,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.441860465116279
7,35,Top 5 Perform,25.094,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.6666666666666665
7,36,Top 5 Results,22.8,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5
7,37,Top 4 Perform,21.755,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.738095238095238
7,38,Top 4 Results,22.867,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.5609756097560976
7,39,Top 3 Perform,24.772,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.7777777777777777
7,40,Top 3 Results,24.863,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.3913043478260874
7,41,Top 2 Perform,27.061,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.7722772277227725
7,42,Season 7 Finale,31.661,David Cook,David Archuleta,"January 15 (2008-01-15) –May 21, 2008 (2008-05-21)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Randy Jackson,Nokia Theatre L.A. Live,2.631578947368421
8,1,Phoenix Auditions,30.424,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.393162393162393
8,2,Kansas City Auditions,30.322,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.542372881355932
8,3,San Francisco Auditions,22.773,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.4444444444444446
8,4,Louisville Auditions,25.897,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.4489795918367343
8,5,Jacksonville Auditions,25.539,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.5
8,6,Salt Lake City Auditions,27.364,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.4752475247524752
8,7,New York & San Juan Auditions,24.613,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6881720430107525
8,8,"Hollywood Round, Part 1",26.601,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.5
8,9,"Hollywood Round, Part 2",26.384,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.727272727272727
8,10,"Hollywood Round, Part 3",24.941,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.10869565217391305
8,11,"Hollywood Round, Part 4",24.825,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.10526315789473684
8,12,Group 1 Semi-finalists Perform,25.374,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.10416666666666667
8,13,Group 1 Results Show,24.79,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6666666666666665
8,14,Group 2 Semi-finalists Perform,24.541,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.10989010989010989
8,15,Group 2 Results Show,20.889,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.676056338028169
8,16,Group 3 Semi-finalists Perform,24.309,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.1111111111111111
8,17,Group 3 Results Show,22.776,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.8205128205128207
8,18,Wild Card Round,21.498,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6315789473684212
8,19,Top 13 Perform,25.767,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.10526315789473684
8,20,Top 13 Results,25.547,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.417582417582418
8,21,Top 11 Perform,21.886,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.5925925925925926
8,22,Top 11 Results,23.705,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.1149425287356322
8,23,Top 10 Perform,26.025,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.1075268817204301
8,24,Top 10 Results,23.102,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.12987012987012986
8,25,Top 9 Perform,24.41,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.11235955056179775
8,26,Top 9 Results,24.342,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.380952380952381
8,27,Top 8 Perform,22.813,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.7160493827160495
8,28,Top 8 Results,22.976,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.5
8,29,Top 7 Perform,24.378,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.804878048780488
8,30,Top 7 Results,24.114,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.5
8,31,Top 7 Redux,23.963,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.12195121951219513
8,32,Top 7 Redux Results,23.947,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.12048192771084336
8,33,Top 5 Perform,23.261,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.1234567901234568
8,34,Top 5 Results,22.369,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.4675324675324677
8,35,Top 4 Perform,23.414,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.12048192771084336
8,36,Top 4 Results,23.574,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.4096385542168672
8,37,Top 3 Perform,22.712,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.125
8,38,Top 3 Results,24.67,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.4137931034482762
8,39,Top 2 Perform,23.822,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.11627906976744186
8,40,Season 8 Finale,28.838,Kris Allen,Adam Lambert,"January 13 (2009-01-13) –May 20, 2009 (2009-05-20)",Fox,Ryan Seacrest,Paula Abdul; Simon Cowell; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.1
9,1,Boston Auditions,29.936,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.4576271186440675
9,2,Atlanta Auditions,26.393,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6732673267326734
9,3,Chicago Auditions,26.384,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6732673267326734
9,4,Orlando Auditions,26.854,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.727272727272727
9,5,Los Angeles Auditions,24.452,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6666666666666665
9,6,Dallas Auditions,25.71,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.526315789473684
9,7,Denver Auditions,24.705,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.5555555555555554
9,8,Best of the Rest,20.999,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6923076923076925
9,9,"Hollywood Round, Part 1",27.892,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.5742574257425743
9,10,"Hollywood Round, Part 2",25.172,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.4210526315789473
9,11,"Hollywood Round, Part 3",23.922,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.3913043478260874
9,12,"Hollywood Round, Part 4",18.629,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.4285714285714284
9,13,Top 12 Female Semifinalists Perform,24.213,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.4444444444444446
9,14,Top 12 Male Semifinalists Perform,22.959,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.528735632183908
9,15,First Results Show,18.033,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6153846153846154
